author,orcid,affiliation,affiliation_type,country,paper_title,paper_year,paper_doi,paper_venue,author_position,topic_query,n_relevant_papers,industry_flag,score
Stefania Castelletto,0000-0002-8675-2291,RMIT University,academic,AU,Photoluminescence Properties of Ion-Implanted Er<sup>3+</sup> Defects in 4H-SiCOI for Integrated Quantum Photonics,2025,https://doi.org/10.1021/acsanm.5c00085,ACS Applied Nano Materials,last,diamond photonics thermal integration,1,0,36
Stefania Castelletto (1759888),,,unknown,,PhotoluminescenceProperties of Ion-Implanted Er<sup>3+</sup> Defects in 4H-SiCOI forIntegrated Quantum Photonics,2025,https://doi.org/10.1021/acsanm.5c00085.s001,Figshare,last,diamond photonics thermal integration,1,0,36
Steve Stagon,,Boston University,academic,US,Alternative to Solder TIM 1 Using Liquid Metal Reinforced with Z-axis Oriented Carbon Fiber,2025,https://doi.org/10.4071/001c.151773,IMAPSource Proceedings,first,advanced packaging thermal resistance high power,1,0,36
Tsuyoshi Funaki,0000-0001-8776-5118,The University of Osaka,academic,JP,A Novel Transient Thermal Characterization System for Power Modules,2025,https://doi.org/10.1109/jestpe.2025.3561893,IEEE Journal of Emerging and Selected Topics in Power Electronics,last,advanced packaging thermal resistance high power,1,0,36
Tzu-hsuan Huang (22318327),,,unknown,,Sonochemical Synthesisof Submicrometer Ga-Based Particles for Cu-to-Cu Interconnection,2025,https://doi.org/10.1021/acsaelm.5c01346.s001,Figshare,first,advanced packaging thermal resistance high power,1,0,36
Wen-Long Cheng,,University of Science and Technology of China,academic,CN,Ultra-thin spray cooling for high-power-density silicon chips,2025,https://doi.org/10.70401/tx.2026.0014,Thermo-X,last,near-junction thermal management high power density,1,0,36
William P. King,0000-0001-8606-1290,University of Illinois Urbana-Champaign,academic,US,Ultra-low thermal resistance and pressure drop copper and copper-tungsten diamond-shaped pin fin cold plates for liquid cooling of electronics,2025,https://doi.org/10.1016/j.ijheatmasstransfer.2025.128080,International Journal of Heat and Mass Transfer,last,diamond heat spreader electronics,1,0,36
Won‐Gyu Bae,0000-0002-2891-5056,Soongsil University,academic,KR,Thermal Management of Wide-Bandgap Power Semiconductors: Strategies and Challenges in SiC and GaN Power Devices,2025,https://doi.org/10.3390/electronics14214193,Electronics,last,near-junction thermal management high power density,1,0,36
Xiangbo Huang,0009-0006-1032-8159,Zhejiang University,academic,CN,Safe-Operation-Area Extended IGBT Module With Enhanced Near-Junction Thermal Capacitance and Advanced Cooling for Transient High-Current Operation,2025,https://doi.org/10.1109/tpel.2025.3615245,IEEE Transactions on Power Electronics,first,advanced packaging thermal resistance high power,1,0,36
Xiangjun Liu,0000-0001-6023-785X,Donghua University,academic,CN,Interface-Driven Electrothermal Degradation in GaN-on-Diamond High Electron Mobility Transistors,2025,https://doi.org/10.3390/nano15141114,Nanomaterials,last,GaN-on-diamond thermal management,1,0,36
Xiaobo Hu,0000-0003-4278-4600,Shandong University,academic,CN,"Toward Integration of Dense, Contiguous, and Low‐Stress Capping Diamond on GaN/AlGaN Layer Using Two‐Step Growth Process",2025,https://doi.org/10.1002/sia.7394,Surface and Interface Analysis,last,GaN-on-diamond thermal management,1,0,36
Xiaohu Wu,0000-0003-4283-9958,Shandong Academy of Sciences,academic,CN,Mechanism analysis of strengthening interfacial thermal conductance of w-AlN/Graphene/3C-SiC typical heterostructure by graphene interlayer bonding,2025,https://doi.org/10.1016/j.ceramint.2025.02.116,Ceramics International,last,GaN-on-diamond thermal management,1,0,36
Xiaoyang Ji,0000-0002-7263-7014,University of Bristol,academic,GB,Thermal Boundary Resistance Reduction by Interfacial Nanopatterning for GaN-on-Diamond Electronics Applications,2025,https://doi.org/10.1021/acsaelm.5c00119,ACS Applied Electronic Materials,first,GaN-on-diamond thermal management,1,0,36
Xin Li,0000-0001-9542-6335,Ji Hua Laboratory,academic,CN,Novel diamond and Ta C composite coatings for efficient heat dissipation in GaN semiconductor devices,2025,https://doi.org/10.1016/j.surfcoat.2025.131784,Surface and Coatings Technology,last,GaN-on-diamond thermal management,1,0,36
Xinke Liu,0000-0002-5367-6923,Shenzhen University,academic,CN,GaN-on-diamond technology for next-generation power devices,2025,https://doi.org/10.1007/s44275-024-00022-z,Moore and More,last,GaN-on-diamond thermal management,1,0,36
Xinyu Liu,,Institute of Microelectronics,academic,SG,GaN HEMTs on 4H-SiC/Diamond Engineered Substrate With Enhanced Heat Dissipation,2025,https://doi.org/10.1109/led.2025.3635043,IEEE Electron Device Letters,last,thermal boundary resistance GaN diamond,1,0,36
Xuejun Zhang,0000-0003-1413-5953,Beijing University of Chemical Technology,academic,CN,<scp>3D</scp> Printed Boron Nitride‐Filled Continuous Carbon Fiber/Epoxy Resin Composites With Ultra‐High Thermal Conductivity and Favorable Mechanical Property,2025,https://doi.org/10.1002/pc.70182,Polymer Composites,last,advanced packaging thermal resistance high power,1,0,36
Yanhong Tian,0000-0002-6915-453X,Harbin Institute of Technology,academic,CN,Anchoring sulfur migration to mitigate Kirkendall voids in nano-twinned copper interconnections for robust and reliable packaging,2025,https://doi.org/10.1016/j.jmst.2024.12.057,Journal of Material Science and Technology,last,advanced packaging thermal resistance high power,1,0,36
Yanqing Lai,0000-0001-9510-5953,Huanghuai University,academic,CN,Accelerated TLPD bonding of reliable IMCs micro joints using Cu–8Ni substrate under thermal gradient: Experiments and theoretical calculations,2025,https://doi.org/10.1016/j.jmrt.2025.01.057,Journal of Materials Research and Technology,first,advanced packaging thermal resistance high power,1,0,36
Yasha Yi,,University of Wisconsin–Milwaukee,academic,US,"3D Optoelectronics and Co-Packaged Optics: Innovations, Challenges, and Future Trends",2025,https://doi.org/10.1109/jstqe.2025.3641790,IEEE Journal of Selected Topics in Quantum Electronics,first,co-packaged optics thermal management,1,0,36
Yimin Yao,0000-0002-6567-1396,Chinese Academy of Sciences,academic,CN,Synergistic Liquid Metal-Diamond-Reinforced Poly(ionic liquid) Composites for High Thermal Conductivity and Excellent Reliability,2025,https://doi.org/10.1021/acsami.5c07014,ACS Applied Materials & Interfaces,last,advanced packaging thermal resistance high power,1,0,36
Yimin Yao (1425382),,,unknown,,Synergistic LiquidMetal-Diamond-Reinforced Poly(ionicliquid) Composites for High Thermal Conductivity and Excellent Reliability,2025,https://doi.org/10.1021/acsami.5c07014.s001,Figshare,last,advanced packaging thermal resistance high power,1,0,36
Yiming Xu,,Central South University,academic,CN,Transient liquid phase sintering with nanophase reinforcement enables silver joints with low thermal resistance and high shear strength,2025,https://doi.org/10.1016/j.intermet.2025.109059,Intermetallics,first,advanced packaging thermal resistance high power,1,0,36
Yingnan Wang,0009-0000-7206-524X,Shandong University,academic,CN,"Toward Integration of Dense, Contiguous, and Low‐Stress Capping Diamond on GaN/AlGaN Layer Using Two‐Step Growth Process",2025,https://doi.org/10.1002/sia.7394,Surface and Interface Analysis,first,GaN-on-diamond thermal management,1,0,36
Yintang Yang,0000-0001-9745-5404,Xidian University,academic,CN,Design and Fabrication of Embedded Microchannel Cooling Solutions for High-Power-Density Semiconductor Devices,2025,https://doi.org/10.3390/mi16080908,Micromachines,last,near-junction thermal management high power density,1,0,36
Yipei Lei,0009-0000-9746-3690,Institute of Microelectronics,academic,SG,GaN HEMTs on 4H-SiC/Diamond Engineered Substrate With Enhanced Heat Dissipation,2025,https://doi.org/10.1109/led.2025.3635043,IEEE Electron Device Letters,first,thermal boundary resistance GaN diamond,1,0,36
Yiping Yang,0000-0001-8262-4850,Chinese Academy of Sciences,academic,CN,Thermal Performance of Two-phase Loop Thermosiyphon under Different Filling Ratios and Heat Transfer Distances,2025,https://doi.org/10.47176/jafm.18.12.3642,Journal of Applied Fluid Mechanics,first,advanced packaging thermal resistance high power,1,0,36
Yongfeng Qu,0000-0001-6397-9453,Xi'an Shiyou University,academic,CN,Enhancing interfacial thermal transport in GaN-diamond heterointerfaces through thermally induced mixing layers,2025,https://doi.org/10.1088/1402-4896/ae0832,Physica Scripta,first,GaN-on-diamond thermal management,1,0,36
Yu Fu,0009-0007-0420-4587,Xidian University,academic,CN,Design and Fabrication of Embedded Microchannel Cooling Solutions for High-Power-Density Semiconductor Devices,2025,https://doi.org/10.3390/mi16080908,Micromachines,first,near-junction thermal management high power density,1,0,36
Yucheng Wang,0000-0001-5746-0081,Northwestern Polytechnical University,academic,CN,Liquid metal microfluidic cooling system for high-efficiency thermal management via learning-based genetic algorithm,2025,https://doi.org/10.1016/j.engappai.2025.112324,Engineering Applications of Artificial Intelligence,first,near-junction thermal management high power density,1,0,36
Yue Hao,0000-0001-7876-8878,Xidian University,academic,CN,Enhanced cooling model for GaN HEMT based on thermoelectric cooler,2025,https://doi.org/10.1016/j.applthermaleng.2025.125576,Applied Thermal Engineering,last,GaN HEMT self-heating junction temperature,1,0,36
Yunhao Li,,Shandong University of Science and Technology,academic,CN,Hotspots thermal management for gallium nitride monolithic microwave integrated circuit power amplifier using integrated micro-jet and multi-shape micro Pin-fin heat sinks,2025,https://doi.org/10.1016/j.ijheatmasstransfer.2025.128152,International Journal of Heat and Mass Transfer,first,GaN-on-diamond thermal management,1,0,36
Yuxi Liang,0009-0007-9322-1839,Chongqing University,academic,CN,Transient Thermal Characterization and Assessment of Power Module With Encapsulated Phase Change Material Toward Overload Capability,2025,https://doi.org/10.1109/tpel.2025.3594604,IEEE Transactions on Power Electronics,first,advanced packaging thermal resistance high power,1,0,36
Zeyang Ren,0000-0002-5503-7228,,unknown,,GaN-based lateral diode with nanocrystalline diamond passivation layer,2025,https://doi.org/10.7498/aps.74.20250523,Acta Physica Sinica,first,GaN-on-diamond thermal management,1,0,36
Zhe Wu,0009-0009-5726-1790,Xi'an Jiaotong University,academic,CN,Electron-phonon coupled nonequilibrium thermal transport in Cu/GaN heterojunctions with fractal rough interfaces,2025,https://doi.org/10.1103/bbhd-4jwg,Physical review. B./Physical review. B,first,thermal boundary resistance GaN diamond,1,0,36
Zheng-Lai Tang,,Tsinghua University,academic,CN,Modulating Self-Heating Effects in GaN HEMTs Using Slant Field Plate,2025,https://doi.org/10.1109/ted.2025.3546594,IEEE Transactions on Electron Devices,first,near-junction thermal management high power density,1,0,36
Zhipeng Jiang,0000-0003-3953-1231,Chinese Academy of Sciences,academic,CN,Thermal Performance of Two-phase Loop Thermosiyphon under Different Filling Ratios and Heat Transfer Distances,2025,https://doi.org/10.47176/jafm.18.12.3642,Journal of Applied Fluid Mechanics,last,advanced packaging thermal resistance high power,1,0,36
Zhongming Ren,,Shanghai University,academic,CN,Atomic-scale substitutional defect engineering for significant enhancement of thermal transport at GaN/diamond interfaces,2025,https://doi.org/10.1016/j.carbon.2025.121221,Carbon,last,GaN-on-diamond thermal management,1,0,36
Zhuo Li,0000-0003-1067-4191,Fudan University,academic,CN,Recent Advances in Skin‐Mounted Electronics,2025,https://doi.org/10.1002/aelm.202500316,Advanced Electronic Materials,first,advanced packaging thermal resistance high power,1,0,36
Zicheng Sa,,Harbin Institute of Technology,academic,CN,Anchoring sulfur migration to mitigate Kirkendall voids in nano-twinned copper interconnections for robust and reliable packaging,2025,https://doi.org/10.1016/j.jmst.2024.12.057,Journal of Material Science and Technology,first,advanced packaging thermal resistance high power,1,0,36
Zihao Lin,,Georgia Institute of Technology,academic,US,In Situ Generated Silver Nanoparticles on Boron Nitride Nanosheets Followed by Silane Modification in High‐Performance Epoxy Nanocomposites for Advanced Packaging Applications,2025,https://doi.org/10.1002/aelm.202500245,Advanced Electronic Materials,first,advanced packaging thermal resistance high power,1,0,36
С. В. Кузнецов,0000-0002-7669-1106,Prokhorov General Physics Institute,academic,RU,Diamond-based composites with embedded core-shell β-NaGdF4:Eu nanoparticles: synthesis and luminescent characteristics,2025,https://doi.org/10.1016/j.diamond.2025.113062,Diamond and Related Materials,first,diamond photonics thermal integration,1,0,36
Junrui Lyu,0000-0002-9561-4499,Stanford University,academic,US,Diamond thermal matrix demonstration for two-tier 3D integrated circuits,2025,https://doi.org/10.1063/5.0260085,APL Materials,middle,GaN-on-diamond thermal management,3,0,32
Kelly Woo,0000-0002-8820-7975,Stanford University,academic,US,Diamond thermal matrix demonstration for two-tier 3D integrated circuits,2025,https://doi.org/10.1063/5.0260085,APL Materials,middle,GaN-on-diamond thermal management,3,0,32
Wenbo Hu,0000-0001-6776-9891,Xi'an Jiaotong University,academic,CN,Enhancing interfacial thermal transport in GaN-diamond heterointerfaces through thermally induced mixing layers,2025,https://doi.org/10.1088/1402-4896/ae0832,Physica Scripta,middle,GaN-on-diamond thermal management,3,0,32
Abdul Wahid Shah,0000-0001-6625-2655,Dongguan University of Technology,academic,CN,A comprehensive review of diamond-reinforced metal matrix composites for thermal management in high-performance electronics,2024,https://doi.org/10.1016/j.jmrt.2024.11.171,Journal of Materials Research and Technology,first,GaN-on-diamond thermal management,1,0,28
Alexander A. High,0000-0003-0428-5448,Argonne National Laboratory,academic,US,Direct-bonded diamond membranes for heterogeneous quantum and electronic technologies,2024,https://doi.org/10.1038/s41467-024-53150-3,Nature Communications,last,diamond photonics thermal integration,1,0,28
Bin Xu,0000-0001-5177-8929,The University of Tokyo,academic,JP,Record-Low thermal boundary resistance at bonded GaN/diamond interface by controlling ultrathin heterogeneous amorphous layer,2024,https://doi.org/10.1016/j.actamat.2024.120458,Acta Materialia,first,thermal boundary resistance GaN diamond,1,0,28
Bo Shen,0000-0003-2786-8400,Peking University,academic,CN,AlN as interlayer for effective thermal dissipation from gallium nitride to CVD diamond using nanocrystalline diamond seeding,2024,https://doi.org/10.1002/ifm2.26,Information & Functional Materials,last,thermal boundary resistance GaN diamond,1,0,28
Cailin Wang,0000-0001-7708-5362,Xi'an University of Technology,academic,CN,Thermal characteristics analysis of Ga2O3 and GaN devices on different substrates,2024,https://doi.org/10.1016/j.mejo.2024.106266,Microelectronics Journal,last,GaN-on-diamond thermal management,1,0,28
Cao Zhan,0000-0001-5274-4982,Virginia Tech,academic,US,Intelligent Condition Monitoring of Multiple Thermal Degradation of IGBT Modules Based on Case Temperature Matrix,2024,https://doi.org/10.1109/tpel.2024.3415439,IEEE Transactions on Power Electronics,first,IGBT module baseplate thermal fatigue,1,0,28
Chirag Gupta,0000-0003-4143-9231,University of Wisconsin–Madison,academic,US,Understanding of multiway heat extraction using peripheral diamond in an AlGaN/GaN high electron mobility transistor by electrothermal simulations,2024,https://doi.org/10.1088/1361-6641/ad4a66,Semiconductor Science and Technology,last,thermal boundary resistance GaN diamond,1,0,28
Chunyan Liu,0000-0001-7942-4073,Xi'an University of Technology,academic,CN,Thermal characteristics analysis of Ga2O3 and GaN devices on different substrates,2024,https://doi.org/10.1016/j.mejo.2024.106266,Microelectronics Journal,first,GaN-on-diamond thermal management,1,0,28
D. Gregušová,0000-0001-8564-1904,Slovak Academy of Sciences,academic,SK,Improved Thermal Performance of InGaAs/GaAs Nanomembrane HEMTs Transferred onto Various Substrates by Epitaxial Lift-Off,2024,https://doi.org/10.1021/acsaelm.4c00659,ACS Applied Electronic Materials,last,thermal boundary resistance GaN diamond,1,0,28
Filip Gucmann,0000-0003-2518-905X,Slovak Academy of Sciences,academic,SK,Improved Thermal Performance of InGaAs/GaAs Nanomembrane HEMTs Transferred onto Various Substrates by Epitaxial Lift-Off,2024,https://doi.org/10.1021/acsaelm.4c00659,ACS Applied Electronic Materials,first,thermal boundary resistance GaN diamond,1,0,28
Francesco Iannuzzo,0000-0003-3949-2172,Aalborg University,academic,DK,Intelligent Condition Monitoring of Multiple Thermal Degradation of IGBT Modules Based on Case Temperature Matrix,2024,https://doi.org/10.1109/tpel.2024.3415439,IEEE Transactions on Power Electronics,last,IGBT module baseplate thermal fatigue,1,0,28
Hassan Irshad Bhatti,0009-0005-2174-4222,King Abdullah University of Science and Technology,academic,SA,Monolithic Integrated Micro-Thin-Film Thermocouples for On-Chip Temperature Measurement of GaN HEMTs,2024,https://doi.org/10.1109/ted.2024.3487815,IEEE Transactions on Electron Devices,first,GaN HEMT self-heating junction temperature,1,0,28
Hong Wang,0000-0002-8875-0521,South China University of Technology,academic,CN,Optimal Thermal Resistance Model of GaN HEMTs Considering Thickness-Dependent Thermal Conductivity,2024,https://doi.org/10.1109/ted.2024.3474610,IEEE Transactions on Electron Devices,last,thermal boundary resistance GaN diamond,1,0,28
J. Justin Gooding,0000-0002-5398-0597,UNSW Sydney,academic,AU,Materials Research at the University of New South Wales Over the Last 75 Years,2024,https://doi.org/10.1002/adma.202415007,Advanced Materials,last,advanced packaging thermal resistance high power,1,0,28
Jessica L. Faust,,Northeastern University,academic,US,Transferable Percolated Particle Monolayers Derived from Marangoni Flows for Thermally Conductive Dielectric Coatings,2024,https://doi.org/10.1021/acsami.4c14039,ACS Applied Materials & Interfaces,first,diamond heat spreader electronics,1,0,28
Junichiro Shiomi,0000-0002-3552-4555,The University of Tokyo,academic,JP,Record-Low thermal boundary resistance at bonded GaN/diamond interface by controlling ultrathin heterogeneous amorphous layer,2024,https://doi.org/10.1016/j.actamat.2024.120458,Acta Materialia,last,thermal boundary resistance GaN diamond,1,0,28
Jürgen Wilde,0000-0002-7762-2583,University of Freiburg,academic,DE,Numerical characterizations of the thermomechanical response of power modules with ceramic substrates and lead-free bonds,2024,https://doi.org/10.1108/mmms-05-2024-0136,Multidiscipline Modeling in Materials and Structures,last,AlN ceramic substrate thermal conductivity power module,1,0,28
Kang Wang,0000-0002-9473-4878,Shaanxi Polytechnic Institute,academic,CN,Simulation investigation of effects of substrate and thermal boundary resistance on performances of AlGaN/GaN HEMTs,2024,https://doi.org/10.1088/1402-4896/ad4b69,Physica Scripta,first,thermal boundary resistance GaN diamond,1,0,28
Khush Gohel,0000-0002-3947-5340,University of Wisconsin–Madison,academic,US,Understanding of multiway heat extraction using peripheral diamond in an AlGaN/GaN high electron mobility transistor by electrothermal simulations,2024,https://doi.org/10.1088/1361-6641/ad4a66,Semiconductor Science and Technology,first,thermal boundary resistance GaN diamond,1,0,28
Liming Dai,0000-0001-7536-160X,Australian Research Council,academic,AU,Materials Research at the University of New South Wales Over the Last 75 Years,2024,https://doi.org/10.1002/adma.202415007,Advanced Materials,first,advanced packaging thermal resistance high power,1,0,28
Luke Yates,0000-0001-5052-8944,Sandia National Laboratories,academic,US,Thermal Transport and Mechanical Stress Mapping of a Compression Bonded GaN/Diamond Interface for Vertical Power Devices,2024,https://doi.org/10.1021/acsami.3c17778,ACS Applied Materials & Interfaces,last,GaN-on-diamond thermal management,1,0,28
Man Li,0000-0003-4047-7543,"University of California, Los Angeles",academic,US,Wafer-scale bonded GaN–AlN with high interface thermal conductance,2024,https://doi.org/10.1063/5.0206263,Applied Physics Letters,first,near-junction thermal management high power density,1,0,28
Meiyu Wang,0000-0002-8466-3105,Nankai University,academic,CN,Advanced Packaging Technology of GaN HEMT Module for High-Power and High-Frequency Applications: A Review,2024,https://doi.org/10.1109/tcpmt.2024.3447079,IEEE Transactions on Components Packaging and Manufacturing Technology,first,advanced packaging thermal resistance high power,1,0,28
Mohammad A. Gharaibeh,0000-0002-9357-1843,Hashemite University,academic,JO,Numerical characterizations of the thermomechanical response of power modules with ceramic substrates and lead-free bonds,2024,https://doi.org/10.1108/mmms-05-2024-0136,Multidiscipline Modeling in Materials and Structures,first,AlN ceramic substrate thermal conductivity power module,1,0,28
Mohammad A. Yaseen,0000-0002-4154-152X,,unknown,,Influence of High Temperature on the Electrical Properties of GaN HEMT Devices: A Review,2024,https://doi.org/10.63463/kjes1148,Kerbala Journal for Engineering Sciences,first,GaN HEMT self-heating junction temperature,1,0,28
Quang‐Khoi Nguyen,0000-0002-6456-365X,Ho Chi Minh City University of Science,academic,VN,Optimized method of thermoelectric cooler-based thermal management for improving the luminous efficacy of light-emitting diodes,2024,https://doi.org/10.4302/plp.v16i1.1265,Photonics Letters of Poland,first,advanced packaging thermal resistance high power,1,0,28
Rand Sabah Ismail,,,unknown,,Influence of High Temperature on the Electrical Properties of GaN HEMT Devices: A Review,2024,https://doi.org/10.63463/kjes1148,Kerbala Journal for Engineering Sciences,last,GaN HEMT self-heating junction temperature,1,0,28
Randall M. Erb,0000-0002-6351-395X,Northeastern University,academic,US,Transferable Percolated Particle Monolayers Derived from Marangoni Flows for Thermally Conductive Dielectric Coatings,2024,https://doi.org/10.1021/acsami.4c14039,ACS Applied Materials & Interfaces,last,diamond heat spreader electronics,1,0,28
Ryo Kagawa,,Osaka City University,academic,JP,Fabrication of low thermal resistance 3C-SiC/diamond structure for GaN epitaxial layer growth,2024,https://doi.org/10.1080/26941112.2024.2337352,Functional Diamond,first,GaN-on-diamond thermal management,1,0,28
Wanli Li,0000-0003-0271-5782,Jiangnan University,academic,CN,Low-temperature copper sinter-joining technology for power electronics packaging: A review,2024,https://doi.org/10.1016/j.jmatprotec.2024.118526,Journal of Materials Processing Technology,last,advanced packaging thermal resistance high power,1,0,28
Wenfang Li,0000-0003-2086-3914,Dongguan University of Technology,academic,CN,A comprehensive review of diamond-reinforced metal matrix composites for thermal management in high-performance electronics,2024,https://doi.org/10.1016/j.jmrt.2024.11.171,Journal of Materials Research and Technology,last,GaN-on-diamond thermal management,1,0,28
William Delmas,0009-0001-3736-6060,Sandia National Laboratories,academic,US,Thermal Transport and Mechanical Stress Mapping of a Compression Bonded GaN/Diamond Interface for Vertical Power Devices,2024,https://doi.org/10.1021/acsami.3c17778,ACS Applied Materials & Interfaces,first,GaN-on-diamond thermal management,1,0,28
Xiao Ma,0000-0002-1935-6328,South China University of Technology,academic,CN,Optimal Thermal Resistance Model of GaN HEMTs Considering Thickness-Dependent Thermal Conductivity,2024,https://doi.org/10.1109/ted.2024.3474610,IEEE Transactions on Electron Devices,first,thermal boundary resistance GaN diamond,1,0,28
Xiaotong Yu,0009-0007-3687-821X,Huazhong University of Science and Technology,academic,CN,Mechanical regulation to interfacial thermal transport in GaN/diamond heterostructures for thermal switch,2024,https://doi.org/10.1039/d4nh00245h,Nanoscale Horizons,first,GaN-on-diamond thermal management,1,0,28
Xing Gu,0000-0001-8191-1647,Southeast University,academic,CN,Polycrystalline Diamond Film Growth on Gallium Nitride with Low Boundary Thermal Resistance,2024,https://doi.org/10.3390/coatings14111457,Coatings,last,GaN-on-diamond thermal management,1,0,28
Xinghan Guo,0000-0003-3896-8765,University of Chicago,academic,US,Direct-bonded diamond membranes for heterogeneous quantum and electronic technologies,2024,https://doi.org/10.1038/s41467-024-53150-3,Nature Communications,first,diamond photonics thermal integration,1,0,28
Xinglong Dong,0000-0002-7090-1766,Dalian University of Technology,academic,CN,Effect of Sn element on the interfacial reinforced AlN/Cu joint brazed by Ag–Cu–Ti–(Snx) filler,2024,https://doi.org/10.1007/s10854-024-12646-w,Journal of Materials Science Materials in Electronics,last,AlN ceramic substrate thermal conductivity power module,1,0,28
Xinhuang Chen,0000-0001-7775-4044,South China University of Technology,academic,CN,Electro-Thermal Co-Optimization Design of GaN MMIC PA,2024,https://doi.org/10.3390/electronics13234796,Electronics,first,GaN HEMT self-heating junction temperature,1,0,28
Xinqiang Wang,0000-0002-2589-6232,Peking University,academic,CN,Recent Advances in Semiconductor Materials and Devices,2024,https://doi.org/10.1002/pssr.202400198,physica status solidi (RRL) - Rapid Research Letters,first,diamond photonics thermal integration,1,0,28
Xiongxin Jiang,0000-0002-6675-6586,Nanchang University,academic,CN,A Novel Room-Temperature Flexible Phase Change Material for Solar Energy Photothermal Conversion and Battery Thermal Management,2024,https://doi.org/10.1021/acssuschemeng.3c08489,ACS Sustainable Chemistry & Engineering,last,advanced packaging thermal resistance high power,1,0,28
Yang Liu,0000-0002-4311-2198,Yangzhou University,academic,CN,Device packaging and integration optimization based on neural network method: Effect of microchannel structure on heat sink performance,2024,https://doi.org/10.1016/j.mssp.2024.108977,Materials Science in Semiconductor Processing,first,advanced packaging thermal resistance high power,1,0,28
Yifan Huang,0009-0006-3108-7470,Nanchang University,academic,CN,A Novel Room-Temperature Flexible Phase Change Material for Solar Energy Photothermal Conversion and Battery Thermal Management,2024,https://doi.org/10.1021/acssuschemeng.3c08489,ACS Sustainable Chemistry & Engineering,first,advanced packaging thermal resistance high power,1,0,28
Ying Wang,0000-0002-6652-7636,Southeast University,academic,CN,Polycrystalline Diamond Film Growth on Gallium Nitride with Low Boundary Thermal Resistance,2024,https://doi.org/10.3390/coatings14111457,Coatings,first,GaN-on-diamond thermal management,1,0,28
Yongqiang Ji,0000-0002-0848-9643,Peking University,academic,CN,Simulation investigation of effects of substrate and thermal boundary resistance on performances of AlGaN/GaN HEMTs,2024,https://doi.org/10.1088/1402-4896/ad4b69,Physica Scripta,last,thermal boundary resistance GaN diamond,1,0,28
Yuan Gao,0000-0001-6030-9497,Huazhong University of Science and Technology,academic,CN,Mechanical regulation to interfacial thermal transport in GaN/diamond heterostructures for thermal switch,2024,https://doi.org/10.1039/d4nh00245h,Nanoscale Horizons,last,GaN-on-diamond thermal management,1,0,28
Yufei Liu,0000-0002-7570-6978,"China University of Petroleum, East China",academic,CN,Study on Preparation Process and Electrical Properties of Diamond PN Junction,2024,https://doi.org/10.62051/x93znb88,Transactions on Computer Science and Intelligent Systems Research,first,CVD diamond substrate power electronics,1,0,28
Yujian Wang,0009-0005-3218-1795,Jiangnan University,academic,CN,Low-temperature copper sinter-joining technology for power electronics packaging: A review,2024,https://doi.org/10.1016/j.jmatprotec.2024.118526,Journal of Materials Processing Technology,first,advanced packaging thermal resistance high power,1,0,28
Yunhui Mei,0000-0002-6508-4343,Tiangong University,academic,CN,Advanced Packaging Technology of GaN HEMT Module for High-Power and High-Frequency Applications: A Review,2024,https://doi.org/10.1109/tcpmt.2024.3447079,IEEE Transactions on Components Packaging and Manufacturing Technology,last,advanced packaging thermal resistance high power,1,0,28
Yuqi Tian,,Dalian University of Technology,academic,CN,Effect of Sn element on the interfacial reinforced AlN/Cu joint brazed by Ag–Cu–Ti–(Snx) filler,2024,https://doi.org/10.1007/s10854-024-12646-w,Journal of Materials Science Materials in Electronics,first,AlN ceramic substrate thermal conductivity power module,1,0,28
Yuxiong Xue,0000-0001-7407-7076,Beijing Radiation Center,academic,CN,Device packaging and integration optimization based on neural network method: Effect of microchannel structure on heat sink performance,2024,https://doi.org/10.1016/j.mssp.2024.108977,Materials Science in Semiconductor Processing,last,advanced packaging thermal resistance high power,1,0,28
Zhaohui Wu,0000-0001-9026-1930,South China University of Technology,academic,CN,Electro-Thermal Co-Optimization Design of GaN MMIC PA,2024,https://doi.org/10.3390/electronics13234796,Electronics,last,GaN HEMT self-heating junction temperature,1,0,28
Zhiheng Hao,,University of Science and Technology Beijing,academic,CN,Synthesis of nano-diamond film on GaN surface with low thermal boundary resistance and high thermal conductivity,2024,https://doi.org/10.1016/j.carbon.2024.119491,Carbon,first,thermal boundary resistance GaN diamond,1,0,28
Ziv Hameiri,0000-0002-2934-4478,UNSW Sydney,academic,AU,Photovoltaics Literature Survey (No. 192),2024,https://doi.org/10.1002/pip.3830,Progress in Photovoltaics Research and Applications,first,near-junction thermal management high power density,1,0,28
С. Вітрюк,,Yuriy Fedkovych Chernivtsi National University,academic,UA,Development of high performance thermoelectric modules with substrates made by vapor chamber technology,2024,https://doi.org/10.63527/1607-8829-2024-3-64-73,Journal of Thermoelectricity,last,AlN ceramic substrate thermal conductivity power module,1,0,28
Chao Yuan,0000-0002-1681-7694,Wuhan University of Technology,academic,CN,Impact of Carbon Diffusion Induced Stress on the Properties of Diamond/GaN Heterojunctions,2026,https://doi.org/10.3390/nano16040241,Nanomaterials,middle,GaN-on-diamond thermal management,2,0,24
Ershuai Yin,0000-0001-6249-1675,Nanjing University of Information Science and Technology,academic,CN,Effect of interlayer material and thickness on interfacial thermal transport on GaN/diamond heterostructures,2026,https://doi.org/10.1016/j.ijthermalsci.2026.111209,International Journal of Thermal Sciences,middle,thermal boundary resistance GaN diamond,2,0,24
