author,orcid,affiliation,affiliation_type,country,paper_title,paper_year,paper_doi,paper_venue,author_position,topic_query,n_relevant_papers,industry_flag,score
Ramandeep Mandia,0000-0001-8005-6204,Arizona State University,academic,US,Understanding Interface Transitions in Polycrystalline Diamond/Dielectric Interlayer/Si Heterostructures Using STEM-EELS,2024,https://doi.org/10.1093/mam/ozae044.560,Microscopy and Microanalysis,first,diamond heat spreader,3,0,44
Runhua Gao,0000-0003-1672-8066,Chinese Academy of Sciences,academic,CN,Heterogeneous integration of thick GaN and polycrystalline diamond at room temperature through dynamic plasma polishing and surface-activated bonding,2024,https://doi.org/10.1016/j.jallcom.2024.174075,Journal of Alloys and Compounds,first,GaN diamond thermal,3,0,44
Zhiqiang Li,0009-0003-7463-8576,Chinese Academy of Sciences,academic,CN,An Electrical-Thermal Co-Simulation Model of Chiplet Heterogeneous Integration Systems,2024,https://doi.org/10.1109/tvlsi.2024.3430498,IEEE Transactions on Very Large Scale Integration (VLSI) Systems,last,chiplet package thermal,3,0,44
"Arjun Krishnamurthy, Priya Subramaniam, Tanushree Bhattacharya",,,unknown,,Thermal Performance Enhancement and CFD Analysis of Micro-Channel Heat Sinks with Hybrid Al₂O₃/TiO₂ Nanofluids for High-Power Electronics Cooling,2026,https://doi.org/10.5281/zenodo.20068924,Open MIND,first,near-junction thermal management,2,0,44
Bo Shen,0000-0002-0825-8001,Peking University,academic,CN,Interfacial Engineering toward Ultralow Thermal Boundary Resistance at Metal–Semiconductor Contacts,2026,https://doi.org/10.1021/acs.nanolett.5c05501,Nano Letters,last,thermal boundary resistance GaN,2,0,44
Chuanwen Song,,Shandong University,academic,CN,"Hydrogen-terminated diamond 2DHG: Formation mechanisms, interface engineering, and device applications—A review",2026,https://doi.org/10.1016/j.diamond.2026.113551,Diamond and Related Materials,first,GaN diamond thermal,2,0,44
Chufei Cheng,,Harbin Institute of Technology,academic,CN,High-temperature stable growth of thick polycrystalline diamond film on GaN enabled by a SiNx/Si double interlayer,2026,https://doi.org/10.1016/j.diamond.2026.113769,Diamond and Related Materials,first,diamond heat spreader,2,0,44
Dat Q. Tran,,Stanford University,academic,US,Cooling performance of top-side polycrystalline diamond integration in RF-power N-polar GaN high-electron-mobility transistors predicted using a robust modeling platform,2026,https://doi.org/10.1063/5.0304824,Journal of Applied Physics,first,GaN diamond thermal,2,0,44
David Coenen,0000-0002-3732-1874,Imec the Netherlands,academic,NL,Benchmarking the Thermal Impact of 2.5D/3D Co-Packaged Optics on Si Photonic Devices,2026,https://doi.org/10.1109/tcpmt.2026.3705221,IEEE Transactions on Components Packaging and Manufacturing Technology,first,co-packaged optics thermal,2,0,44
David Michael Seagal,,,unknown,,"Sovereign Project Genesis: Quantum-Enhanced Solar Thermal Energy Harvesting: Integrating Nano-Structured Composites, Aerogels, and Bio-Inspired Corrugated Metamaterials",2026,https://doi.org/10.5281/zenodo.20700732,Zenodo (CERN European Organization for Nuclear Research),first,diamond heat spreader,2,0,44
Fatih Selımefendıgıl,0000-0002-5453-2091,Manisa Celal Bayar University,academic,TR,Optimizing bifurcating channel protrusions for cooling double photovoltaic-thermoelectric generator units under magnetic field,2026,https://doi.org/10.1016/j.solener.2026.114928,Solar Energy,first,near-junction thermal management,2,0,44
Gai Wu,,Wuhan University of Technology,academic,CN,Multiscale investigation of thermal transport in β-Ga2O3-based heterointerfaces enabled by machine learning potential: cross-scale parameter,2026,https://doi.org/10.1038/s41524-026-02007-y,npj Computational Materials,last,diamond heat spreader,2,0,44
Gang Zhang,0000-0001-9812-8106,Beijing Institute of Technology,academic,CN,Emerging Advanced Electronic Packaging Materials for Thermal Management in Power Electronics,2026,https://doi.org/10.1002/advs.202524348,Advanced Science,last,diamond thermal conductivity substrate,2,0,44
H. Alan Mantooth,0000-0001-6447-5345,University of Arkansas at Fayetteville,academic,US,"Review of Ultrafast Switching Power Modules: Trends, Challenges, and Technical Solutions",2026,https://doi.org/10.1109/tpel.2026.3666879,IEEE Transactions on Power Electronics,last,wide bandgap power device packaging,2,0,44
Haichuan Wang,,Soochow University,academic,CN,Multi-objective intelligent optimization design of a bioinspired spider-web microchannel heat sink,2026,https://doi.org/10.1051/mfreview/2025032/pdf,Springer Link (Chiba Institute of Technology),first,copper diamond composite,2,0,44
Henry Martin,0000-0002-2891-3253,Patrick Henry Community College,academic,US,Co-packaged electronics with microfluidics for direct-to-package cooling,2026,https://doi.org/10.1038/s44172-026-00620-9,Communications Engineering,first,chiplet package thermal,2,0,44
Hyoungsoon Lee,0000-0001-5961-6393,Chung-Ang University,academic,KR,Device-level co-integration of direct liquid cooling in GaN-on-SiC RF HEMTs,2026,https://doi.org/10.1007/s12206-026-0464-x,Journal of Mechanical Science and Technology,last,GaN HEMT thermal management,2,0,44
J Cho,,Sungkyunkwan University,academic,KR,Phonon thermal transport and cooling limits in submicron heteroepitaxial β-Ga2O3 films on SiC,2026,https://doi.org/10.1016/j.actamat.2026.122020,Acta Materialia,last,diamond thermal conductivity substrate,2,0,44
Janarthanan,0009-0002-5351-3136,,unknown,,Heterogeneous Chiplet Multi-Chip Module Architecture for Space-Grade Avionics: Eliminating Discrete Component Overhead Through Integrated Packaging,2026,https://doi.org/10.5281/zenodo.20621639,Zenodo (CERN European Organization for Nuclear Research),first,chiplet package thermal,2,0,44
Jasper Kiron Smart,,,unknown,,Regenerative Multiphysics Framework for High-Density Energy Harvesting via Cryogenic Phase-Change and HTS-MHD Integration,2026,https://doi.org/10.5281/zenodo.18344468,Zenodo (CERN European Organization for Nuclear Research),last,copper diamond composite,2,0,44
Jian Yi,0000-0001-7314-0213,Ningbo Institute of Industrial Technology,academic,CN,Atomic-Level Polishing of Single-Crystal Diamond Using a Combination of Reactive Ion Etching and Chemical Mechanical Polishing,2026,https://doi.org/10.3390/ma19122677,Materials,last,diamond thermal conductivity substrate,2,0,44
Joris Van Campenhout,0000-0003-0778-2669,Imec the Netherlands,academic,NL,Benchmarking the Thermal Impact of 2.5D/3D Co-Packaged Optics on Si Photonic Devices,2026,https://doi.org/10.1109/tcpmt.2026.3705221,IEEE Transactions on Components Packaging and Manufacturing Technology,last,co-packaged optics thermal,2,0,44
Kexin Deng,0000-0001-8861-5146,Institute of Microelectronics,academic,SG,Low thermal boundary resistance and reduced junction temperature in GaN HEMTs via AlN-mediated top-side diamond integration,2026,https://doi.org/10.1088/1361-6641/ae5ccc,Semiconductor Science and Technology,first,GaN diamond thermal,2,0,44
Lijie Li,,Gower College Swansea,academic,GB,Multiscale investigation of thermal transport in β-Ga2O3-based heterointerfaces enabled by machine learning potential: cross-scale parameter,2026,,Cronfa (Swansea University),first,diamond heat spreader,2,0,44
Liwen Sang,,Fudan University,academic,CN,Polycrystalline diamond heteroepitaxy on the third-generation semiconductors for thermal dissipation,2026,https://doi.org/10.1016/j.mtelec.2026.100207,Materials Today Electronics,last,diamond heat spreader,2,0,44
Longbing Yi,,Xidian University,academic,CN,Integration of Microjet-Tesla Microchannels for Thermal Management of GaN-on-SiC HEMTs,2026,https://doi.org/10.1109/ted.2026.3718861,IEEE Transactions on Electron Devices,first,GaN HEMT thermal management,2,0,44
M. Belguith,,École Supérieure d'Ingénieurs en Génie Électrique,academic,FR,A Review of Thermal Management Techniques Adopted for High-Power-Density GaN-Based Converters,2026,https://doi.org/10.3390/chips5010004,Chips,first,GaN diamond thermal,2,0,44
Mahmoud Hamouda,0000-0003-2919-1819,University of Sousse,academic,TN,A Review of Thermal Management Techniques Adopted for High-Power-Density GaN-Based Converters,2026,https://doi.org/10.3390/chips5010004,Chips,last,GaN diamond thermal,2,0,44
Man Cui,,Beijing Institute of Technology,academic,CN,Thermal–Electrical Fusion for Real-Time Condition Monitoring of IGBT Modules in Transportation Systems,2026,https://doi.org/10.3390/mi17020154,Micromachines,first,power module baseplate thermal,2,0,44
Mohammed Bin Afif,,Khalifa University of Science and Technology,academic,AE,"Effect of methane concentration on the growth kinetics, microstructure, and crystalline quality of thick MPCVD-grown polycrystalline diamond",2026,https://doi.org/10.1007/s42823-026-01123-5,Carbon letters,first,diamond heat spreader,2,0,44
Morgan Elliott Smart,,,unknown,,Regenerative Multiphysics Framework for High-Density Energy Harvesting via Cryogenic Phase-Change and HTS-MHD Integration,2026,https://doi.org/10.5281/zenodo.18344468,Zenodo (CERN European Organization for Nuclear Research),first,copper diamond composite,2,0,44
Orymbetov Yerzhan,,,unknown,,The Vortex Model 15,2026,https://doi.org/10.5281/zenodo.20450098,Zenodo (CERN European Organization for Nuclear Research),first,diamond thermal conductivity substrate,2,0,44
Peisheng Liu,0000-0001-7224-6243,Nantong University,academic,CN,Thermo-mechanical reliability evaluation and comparative fatigue assessment of 2.5D chiplet packages with viscoelastic C4 underfill,2026,https://doi.org/10.1016/j.csite.2026.108314,Case Studies in Thermal Engineering,first,chiplet package thermal,2,0,44
Pengfei Qu,,,unknown,,Growth evolution and stress distribution in heteroepitaxial diamond with laser-patterned templates,2026,https://doi.org/10.6084/m9.figshare.32473786,Figshare,first,single crystal diamond MPCVD,2,0,44
Pharyanshu Kachhawa,0000-0002-2743-5827,University of Bristol,academic,GB,Enhanced Thermal Management in GaN Superlattice Castellated Field Effect Transistors,2026,https://doi.org/10.1109/led.2026.3696134,IEEE Electron Device Letters,first,GaN diamond thermal,2,0,44
Rongchen Zhang,,University of Chinese Academy of Sciences,academic,CN,Atomic-Level Polishing of Single-Crystal Diamond Using a Combination of Reactive Ion Etching and Chemical Mechanical Polishing,2026,https://doi.org/10.3390/ma19122677,Materials,first,diamond thermal conductivity substrate,2,0,44
Russell Trent,,,unknown,,Substrate-Neutral Structural Foundation Laws (SNSFL) PNBA Identity Physics: C-Carbon-Anchor Manifold Matrix Dataset v1 051626,2026,https://doi.org/10.5281/zenodo.20278032,Zenodo (CERN European Organization for Nuclear Research),first,diamond thermal conductivity substrate,2,0,44
Shenlei Bao,0009-0005-3779-4427,Xi'an Institute of Optics and Precision Mechanics,academic,CN,Silicon photonic microring-based eight-channel wavelength-division multiplexing transceiver for high-density optical interconnects,2026,https://doi.org/10.1117/1.apn.5.3.036002,Advanced Photonics Nexus,first,co-packaged optics thermal,2,0,44
Shiming Li,0000-0003-0977-040X,Wuhan University,academic,CN,Record- low thermal boundary resistance of GaN-on-diamond structure with ultra-high bonding rate via surface reconstruction bonding technique,2026,https://doi.org/10.1016/j.jallcom.2026.186906,Journal of Alloys and Compounds,first,GaN diamond thermal,2,0,44
Songcheng Li,,Nanchang University,academic,CN,Dual-domain optimization multi-objective phonon grouping for non-fourier heat conduction,2026,https://doi.org/10.1016/j.ijheatmasstransfer.2026.128957,International Journal of Heat and Mass Transfer,first,GaN diamond thermal,2,0,44
Vanya Darakchieva,0000-0002-8112-7411,Linköping University,academic,SE,Impact of AlN buffer thickness on electrical and thermal characteristics of AlGaN/GaN/AlN HEMTs,2026,https://doi.org/10.1063/5.0310464,Applied Physics Letters,last,GaN HEMT thermal management,2,0,44
Xavier Pillet,,,unknown,,Innovations RT GPU et Rendu Différentiable Multi-physique,2026,https://doi.org/10.5281/zenodo.21980903,Zenodo (CERN European Organization for Nuclear Research),first,co-packaged optics thermal,2,0,44
Xiang Zheng,0000-0003-4288-1865,University of Bristol,academic,GB,Analysis of Heat Diffusion in GaN/3C-SiC/Diamond HEMTs for Design Optimization,2026,https://doi.org/10.1109/ted.2025.3649191,IEEE Transactions on Electron Devices,first,GaN diamond thermal,2,0,44
Xing Zhang,0000-0001-7294-9598,Tsinghua University,academic,CN,Mechanism and multiphysics simulation of edge hot-spot formation in GaN HEMTs: Coupled thermo–electro–mechanical and trap-state effects,2026,https://doi.org/10.1016/j.ijheatmasstransfer.2026.129198,International Journal of Heat and Mass Transfer,last,GaN HEMT thermal management,2,0,44
Xiong Du,0000-0002-0212-1653,Chongqing University,academic,CN,A Thermal Coupling Network for Power Module Based on the Power Loss Allocation Coefficient,2026,https://doi.org/10.1109/tpel.2026.3690237,IEEE Transactions on Power Electronics,last,power module baseplate thermal,2,0,44
Xiuqi Wang,0000-0003-0328-6182,Shenzhen Institute of Information Technology,academic,CN,"Copper nanoparticle sintering technology for power electronics packaging-preparation, process, and performance",2026,https://doi.org/10.1007/s10853-026-12760-6,Journal of Materials Science,first,wide bandgap power device packaging,2,0,44
Yali Mao,0009-0008-7026-5705,Wuhan University of Technology,academic,CN,Rapid Forecast of Device Transient Temperature Response at Wafer Level Through Transducer-Less Thermoreflectance Technique,2026,https://doi.org/10.1109/ted.2026.3669874,IEEE Transactions on Electron Devices,first,GaN HEMT thermal management,2,0,44
Yuanmeng Xiang,,Xidian University,academic,CN,Recent Advances in Diamond-Capped GaN HEMTs for RF Application,2026,https://doi.org/10.3390/nano16040224,Nanomaterials,first,GaN diamond thermal,2,0,44
Zhanguo Wang,,,unknown,,Growth evolution and stress distribution in heteroepitaxial diamond with laser-patterned templates,2026,https://doi.org/10.6084/m9.figshare.32473786,Figshare,last,single crystal diamond MPCVD,2,0,44
Baibhab Chatterjee,0000-0002-2688-281X,University of Florida,academic,US,Thermal Management Challenges in 2.5D and 3D Chiplet Integration: A Review on Architecture–Cooling Co-Design,2025,https://doi.org/10.3390/eng6120373,Eng—Advances in Engineering,last,chiplet package thermal,2,0,44
Baohao Yang,,University of Science and Technology of China,academic,CN,Synergistic Liquid Metal-Diamond-Reinforced Poly(ionic liquid) Composites for High Thermal Conductivity and Excellent Reliability,2025,https://doi.org/10.1021/acsami.5c07014,ACS Applied Materials & Interfaces,first,diamond thermal conductivity substrate,2,0,44
Bin Liu,0000-0003-2189-9476,Tsinghua University,academic,CN,Enhanced heat conduction in diamond/copper composites via interconnected structures: Machine learning molecular dynamics simulation,2025,https://doi.org/10.1016/j.ijthermalsci.2025.110501,International Journal of Thermal Sciences,first,copper diamond composite,2,0,44
Bing Cao,0000-0003-3588-972X,Tsinghua University,academic,CN,Transistor-level thermal management in wide and ultra-wide bandgap power semiconductor transistors: A review,2025,https://doi.org/10.1016/j.ijthermalsci.2025.110200,International Journal of Thermal Sciences,last,near-junction thermal management,2,0,44
Boris Williams Henyo,0009-0005-6984-3369,University of Ghana,academic,GH,Sustainable Manufacturing and Applications of Wide-Bandgap Semiconductors—A Review,2025,https://doi.org/10.70322/ism.2025.10010,Intelligent and sustainable manufacturing,last,GaN diamond thermal,2,0,44
Bowen Zhang,0000-0003-0432-745X,Tiangong University,academic,CN,Pulsed electric current-assisted transient liquid phase sintering for extremely reliable Cu-Cu direct bonding,2025,https://doi.org/10.1016/j.msea.2025.148766,Materials Science and Engineering A,first,die attach thermal resistance,2,0,44
C. Sasikumar,0000-0003-0949-0176,Maulana Azad National Institute of Technology,academic,IN,Synthesis and exploration of heat transfer properties in diamond-like carbon copper composite films deposited on stainless steel substrates,2025,https://doi.org/10.1016/j.surfcoat.2025.131871,Surface and Coatings Technology,last,diamond thermal conductivity substrate,2,0,44
Cheng Chang,0000-0002-0677-0677,Rice University,academic,US,Mitigation of self-heating in AlGaN/GaN HEMTs using transferred LPCVD-grown h-BN,2025,https://doi.org/10.1063/5.0283264,Applied Physics Letters,first,GaN HEMT thermal management,2,0,44
Chiharu Moriyama,,Osaka Prefecture University,academic,JP,Direct Integration of Polycrystalline Diamond With 3C‐SiC for Enhanced Thermal Management in GaN HEMTs: Impact of Grain Structure and Interface Engineering,2025,https://doi.org/10.1002/admt.202500437,Advanced Materials Technologies,first,GaN diamond thermal,2,0,44
Damena Agonafer,0000-0002-2385-2607,"University of Maryland, College Park",academic,US,Dynamic Thermal Management of a MOSFET Power Module Using a Novel Three-Component Phase Change Material,2025,https://doi.org/10.1115/1.4069070,ASME Journal of Heat and Mass Transfer,last,power module baseplate thermal,2,0,44
David Hughes,0000-0002-9158-0017,Teesside University,academic,GB,Effective number of accelerated thermal cycles (ATCs) for accurate prediction of damage and fatigue life of solder joints in IGBT power module,2025,https://doi.org/10.1016/j.microrel.2025.115798,Microelectronics Reliability,last,IGBT module thermal fatigue,2,0,44
Degan Xiong,0000-0001-5512-3014,Hunan Province Chest Hospital,academic,CN,Ultrahigh thermal conductivity fine-diamond/copper composites fabricated by pressure-assisted infiltration: process optimization,2025,https://doi.org/10.1080/09276440.2025.2546731,Composite Interfaces,last,copper diamond composite,2,0,44
Dongjing Liu,0000-0002-4760-0682,,unknown,,Thermal transport regulation at GaN/graphene/diamond heterojunction interfaces,2025,https://doi.org/10.7498/aps.74.20250895,Acta Physica Sinica,first,GaN diamond thermal,2,0,44
Dongqing Cang,0009-0005-9153-938X,Nantong University,academic,CN,Design and intelligent optimization of TSV-based embedded microchannel heatsinks in 2.5D Packaging,2025,https://doi.org/10.1016/j.ijheatmasstransfer.2025.127908,International Journal of Heat and Mass Transfer,first,chiplet package thermal,2,0,44
Fengyi Wang,0000-0002-8328-527X,Hangzhou Dianzi University,academic,CN,Enhanced thermal conductivity in low-cost diamond micro-powder/copper composites through Cr3C2 interfacial design,2025,https://doi.org/10.1016/j.jallcom.2025.180570,Journal of Alloys and Compounds,first,copper diamond composite,2,0,44
"Finks, Christopher",0009-0007-1974-0382,Constructing Excellence,academic,GB,Investment Risk Assessment: Silicon Photonics for AI Datacenter Interconnects - 1.6T Transceivers and Co-Packaged Optics Transition Analysis,2025,https://doi.org/10.5281/zenodo.17635212,Zenodo (CERN European Organization for Nuclear Research),first,co-packaged optics thermal,2,0,44
Geenu Paul,,"Department of Electronics and Communication St. Thomas Institute for Science and Technology, Kattaikonam Thiruvananthapuram Kerala India",academic,,Sheaf Attention–Based Osprey Spiking Neural Network for Effective Thermal Management and Self‐Heating Mitigation in GaAs and GaN HEMTs,2025,https://doi.org/10.1002/htj.23294,Heat Transfer,last,GaN HEMT thermal management,2,0,44
Guangtian Zou,0000-0003-2349-2039,Jilin University,academic,CN,Nickel-induced in-situ nitrogen suppression in single crystal diamond: a pathway for high-performance ultraviolet photodetectors,2025,https://doi.org/10.1016/j.apsusc.2025.164390,Applied Surface Science,last,single crystal diamond MPCVD,2,0,44
Guoqing Xin,0000-0002-2536-6346,Huazhong University of Science and Technology,academic,CN,Diamond/Cu composites microchannel heat sink for effective thermal management of SiC power devices,2025,https://doi.org/10.1016/j.applthermaleng.2025.129116,Applied Thermal Engineering,last,power module baseplate thermal,2,0,44
Hailong Zhang,0000-0001-6559-3917,University of Science and Technology Beijing,academic,CN,Microstructure and tensile properties of Cu-B/diamond composites with various diamond particle sizes,2025,https://doi.org/10.1016/j.jallcom.2025.182208,Journal of Alloys and Compounds,last,copper diamond composite,2,0,44
Haozhen Huang,0000-0003-4269-5747,Chongqing University of Technology,academic,CN,Enhanced wear resistance of CuSn19Ti10/Ni-coated diamond composite coatings prepared by laser cladding: Influence of nickel plating on diamond retention and microstructure,2025,https://doi.org/10.1016/j.ijrmhm.2025.107066,International Journal of Refractory Metals and Hard Materials,first,copper diamond composite,2,0,44
Harsh Sharma,0000-0002-0334-4269,Washington State University,academic,US,Designing High-Performance and Thermally Feasible Multi-Chiplet Architectures Enabled by Non-Bendable Glass Interposer,2025,https://doi.org/10.1145/3762644,ACM Transactions on Embedded Computing Systems,first,chiplet package thermal,2,0,44
Hongbin Yu,0000-0002-7927-2038,Arizona State University,academic,US,Patterning Fine Pitch L/S on Photosensitive PBO Using Laser Direct Imaging for High-Density Interconnect Applications,2025,https://doi.org/10.4071/001c.128396,IMAPSource Proceedings,last,chiplet package thermal,2,0,44
Huili Grace Xing,0000-0002-2709-3839,Cornell University,academic,US,XHEMTs on Ultrawide Bandgap Single‐Crystal AlN Substrates,2025,https://doi.org/10.1002/aelm.202500393,Advanced Electronic Materials,last,GaN HEMT thermal management,2,0,44
Jack Flicker,0000-0002-1223-2154,Sandia National Laboratories,academic,US,"Co-Design Framework for High Power, Medium-/High-Voltage WBG Power Modules: Case Study With 3.3-kV/200-A Wire-Bonded Low-Inductance SiC Half-Bridge Module",2025,https://doi.org/10.1109/jestpe.2025.3616261,IEEE Journal of Emerging and Selected Topics in Power Electronics,last,wide bandgap power device packaging,2,0,44
Jianyu Du,0009-0004-2379-9369,Peking University,academic,CN,Reducing Warpage for Polymer-Based Embedded Silicon Fan-Out (P-eSiFO) Packaging During Thermal Process Loadings,2025,https://doi.org/10.1109/tcpmt.2025.3578042,IEEE Transactions on Components Packaging and Manufacturing Technology,first,chiplet package thermal,2,0,44
Jinpeng Hao,,University of Science and Technology Beijing,academic,CN,Microstructure and tensile properties of Cu-B/diamond composites with various diamond particle sizes,2025,https://doi.org/10.1016/j.jallcom.2025.182208,Journal of Alloys and Compounds,first,copper diamond composite,2,0,44
Kangyong Li,,Huazhong University of Science and Technology,academic,CN,Diamond/Cu composites microchannel heat sink for effective thermal management of SiC power devices,2025,https://doi.org/10.1016/j.applthermaleng.2025.129116,Applied Thermal Engineering,first,power module baseplate thermal,2,0,44
Ke Huang,0000-0002-2681-530X,University of Science and Technology Beijing,academic,CN,Microscopic control of mechanical properties of MPCVD single-crystal diamond through nitrogen doping,2025,https://doi.org/10.1016/j.ceramint.2025.08.099,Ceramics International,first,single crystal diamond MPCVD,2,0,44
Kelvin H. L. Zhang,0000-0001-9352-6236,Xiamen University,academic,CN,MPCVD grown high quality diamond single crystal film for high-speed solar-blind UV photodetectors with TiC ohmic contacts,2025,https://doi.org/10.1016/j.diamond.2025.112199,Diamond and Related Materials,last,single crystal diamond MPCVD,2,0,44
Kenneth E. Goodson,,Stanford University,academic,US,Visualization of Spatial Thermal Conductivity and Boundary Conductance in Diamond Microparticles,2025,https://doi.org/10.1109/tcpmt.2025.3646970,IEEE Transactions on Components Packaging and Manufacturing Technology,last,diamond heat spreader,2,0,44
Khyati Upadhyay,0009-0001-1330-1334,Sardar Patel University,academic,IN,Estimation of Nitrogen Concentrations and Related Defects in Single Crystal Diamonds for Their Technological Grade Applications,2025,https://doi.org/10.3103/s1063457625020108,Journal of Superhard Materials,first,single crystal diamond MPCVD,2,0,44
Kuang Sheng,0000-0001-8839-7281,Zhejiang University,academic,CN,Experimental study of a SiC manifold microchannel heat sink under background and hotspot heating scenarios at ultra-high heat flux,2025,https://doi.org/10.1016/j.ijheatmasstransfer.2025.127657,International Journal of Heat and Mass Transfer,last,near-junction thermal management,2,0,44
Liang Wang,0000-0003-2246-9443,Chongqing University,academic,CN,Systematic Efficiency-Density Co-Optimization of 100 kW GaN Traction Inverter: Methodology and Integration,2025,https://doi.org/10.1109/tpel.2025.3584763,IEEE Transactions on Power Electronics,last,thermal boundary resistance GaN,2,0,44
Liyi Li,0000-0003-2154-1036,Southeast University,academic,CN,Study on Stress Distribution and Its Impact on Reliability of SiO2-Based Inorganic Chiplet Gap Filling,2025,https://doi.org/10.3390/mi16121310,Micromachines,last,chiplet package thermal,2,0,44
Luckman Yeboah,,University of Ghana,academic,GH,"Wide-Bandgap Semiconductors: A Critical Analysis of GaN, SiC, AlGaN, Diamond, and Ga2O3 Synthesis Methods, Challenges, and Prospective Technological Innovations",2025,https://doi.org/10.70322/ism.2025.10011,Intelligent and sustainable manufacturing,first,GaN diamond thermal,2,0,44
Mark D. Poliks,0000-0003-3872-6037,Binghamton University,academic,US,Die Attach and Thermal Cycling of Additively Manufactured Quad Flat No Lead Die Daisy Chain on Curved Alumina Substrate,2025,https://doi.org/10.4071/001c.147109,IMAPSource Proceedings,last,die attach thermal resistance,2,0,44
Meiyong Liao,0000-0003-1361-4266,,unknown,,Mapping phonon dynamics to thermal transport <i>via</i> deep-learning NEMD: AlN/diamond interface engineering for GaN heat dissipation,2025,https://doi.org/10.48505/nims.5851,Institutional Repositories DataBase (IRDB),last,GaN diamond thermal,2,0,44
Mohd Sarim Khan,0000-0002-8471-6991,Maulana Azad National Institute of Technology,academic,IN,Synthesis and exploration of heat transfer properties in diamond-like carbon copper composite films deposited on stainless steel substrates,2025,https://doi.org/10.1016/j.surfcoat.2025.131871,Surface and Coatings Technology,first,diamond thermal conductivity substrate,2,0,44
Partha Pratim Pande,0000-0002-5930-8531,Washington State University,academic,US,Designing High-Performance and Thermally Feasible Multi-Chiplet Architectures Enabled by Non-Bendable Glass Interposer,2025,https://doi.org/10.1145/3762644,ACM Transactions on Embedded Computing Systems,last,chiplet package thermal,2,0,44
Preethi Elizabeth Iype,0009-0008-0419-2819,"Department of Electronics and Communication St. Thomas Institute for Science and Technology, Kattaikonam Thiruvananthapuram Kerala India",academic,,Sheaf Attention–Based Osprey Spiking Neural Network for Effective Thermal Management and Self‐Heating Mitigation in GaAs and GaN HEMTs,2025,https://doi.org/10.1002/htj.23294,Heat Transfer,first,GaN HEMT thermal management,2,0,44
Qinglei Sun,0000-0002-3860-9749,City University of Hong Kong,academic,HK,Influence of temperature on the bonding behavior of GaN on diamond with Ta-Au interlayer: Insights from molecular dynamics simulations,2025,https://doi.org/10.1016/j.diamond.2025.113013,Diamond and Related Materials,last,diamond thermal conductivity substrate,2,0,44
Qingru Wang,0009-0009-3754-7855,University of Science and Technology of China,academic,CN,Thermal resistance optimization of GaN-on-Si materials for RF HEMTs based on structure function method and static-pulsed I–V measurements,2025,https://doi.org/10.1063/5.0263898,Applied Physics Letters,first,GaN HEMT thermal management,2,0,44
Rohith Soman,0000-0003-2585-1939,Stanford University,academic,US,Integration of 150 nm gate length N-polar GaN MIS-HEMT devices with all-around diamond for device-level cooling,2025,https://doi.org/10.35848/1882-0786/adcb87,Applied Physics Express,first,diamond heat spreader,2,0,44
Ryo Kagawa,,Osaka Gakuin University,academic,JP,Quantitative characterization of self-heating effects in GaN-on-diamond HEMTs with 3C-SiC interfacial layer,2025,https://doi.org/10.1088/1361-6641/adc1fc,Semiconductor Science and Technology,first,GaN diamond thermal,2,0,44
Seokjun Kim,0000-0001-6148-6567,Pennsylvania State University,academic,US,Thermal Characterization and Design of AlN/GaN/AlN HEMTs on Foreign Substrates,2025,https://doi.org/10.1109/led.2025.3548853,IEEE Electron Device Letters,first,GaN diamond thermal,2,0,44
Siddharth Rajan,0000-0003-4241-3391,The Ohio State University,academic,US,Progresses and Frontiers in Ultrawide Bandgap Semiconductors,2025,https://doi.org/10.1002/aelm.202400934,Advanced Electronic Materials,first,diamond heat spreader,2,0,44
Siyang Liu,0000-0001-6498-9901,Arizona State University,academic,US,Patterning Fine Pitch L/S on Photosensitive PBO Using Laser Direct Imaging for High-Density Interconnect Applications,2025,https://doi.org/10.4071/001c.128396,IMAPSource Proceedings,first,chiplet package thermal,2,0,44
Sunday E. Nebo,0009-0001-5906-0150,Teesside University,academic,GB,Effective number of accelerated thermal cycles (ATCs) for accurate prediction of damage and fatigue life of solder joints in IGBT power module,2025,https://doi.org/10.1016/j.microrel.2025.115798,Microelectronics Reliability,first,IGBT module thermal fatigue,2,0,44
Vivek V. Manepalli,0000-0002-5086-8970,"University of Maryland, College Park",academic,US,Dynamic Thermal Management of a MOSFET Power Module Using a Novel Three-Component Phase Change Material,2025,https://doi.org/10.1115/1.4069070,ASME Journal of Heat and Mass Transfer,first,power module baseplate thermal,2,0,44
Wei He,0000-0002-1375-4173,Nanjing University of Science and Technology,academic,CN,Integrated embedded cooling method for thermal management in multilayer ceramic circuit substrate microsystems for multi-chip components,2025,https://doi.org/10.1016/j.icheatmasstransfer.2025.109005,International Communications in Heat and Mass Transfer,first,near-junction thermal management,2,0,44
Xiangang Xu,,Shandong University,academic,CN,Effect of substrate stage height on single crystal diamond growth in MPCVD reactor: Simulated and experimental perspective,2025,https://doi.org/10.1016/j.vacuum.2025.114723,Vacuum,last,single crystal diamond MPCVD,2,0,44
Xiaohang Li,0000-0002-4434-365X,King Abdullah University of Science and Technology,academic,SA,Progresses and Frontiers in Ultrawide Bandgap Semiconductors,2025,https://doi.org/10.1002/aelm.202400934,Advanced Electronic Materials,last,diamond heat spreader,2,0,44
